Y_scaffold2	313905	43	39	33	31	37	25	28	32	32	38	33	30	23	30	39	53	35	38	34	36	22	38	42
Y_scaffold2	313906	43	39	34	31	37	25	28	32	32	38	33	31	23	30	39	54	33	39	34	36	23	39	42
Y_scaffold2	313907	42	39	35	31	37	25	28	32	32	39	32	32	26	30	39	54	33	39	34	36	23	39	42
Y_scaffold2	313908	42	40	35	31	36	25	29	30	32	39	32	32	26	30	41	56	32	39	34	36	23	39	42
Y_scaffold2	313909	42	40	36	32	36	24	29	30	33	38	32	30	26	31	41	57	32	39	33	36	23	39	41
Y_scaffold2	313910	42	39	36	33	36	23	29	29	32	38	32	30	26	31	41	59	32	39	33	36	23	39	41
Y_scaffold2	313911	43	39	36	33	36	23	29	30	33	38	33	31	27	31	41	59	32	39	33	36	23	40	40
Y_scaffold2	313912	43	39	35	32	36	23	29	30	33	37	33	31	27	31	42	59	32	39	33	36	23	41	40
Y_scaffold2	313913	43	38	35	32	35	23	29	30	33	37	32	32	27	31	42	59	32	39	34	36	23	39	40
Y_scaffold2	313914	42	37	35	31	35	24	30	31	33	37	32	32	27	31	43	59	32	39	35	36	24	38	42
Y_scaffold2	313915	42	37	34	32	35	24	30	31	32	37	33	32	27	31	43	60	32	40	36	37	24	38	42
Y_scaffold2	313916	42	37	34	32	33	24	30	31	32	37	33	33	27	30	43	58	32	40	37	36	24	36	42
Y_scaffold2	313917	40	36	36	32	34	23	28	31	32	38	33	32	28	29	43	58	30	40	37	36	23	36	42
Y_scaffold2	313918	40	36	36	31	34	24	28	31	31	39	33	32	28	30	42	58	29	40	37	36	23	37	43
Y_scaffold2	313919	40	36	37	31	35	25	28	32	31	39	33	32	29	30	42	58	29	40	38	36	23	37	44
Y_scaffold2	313920	40	36	37	31	35	25	28	32	31	39	32	32	31	30	42	58	29	40	38	35	23	37	44
Y_scaffold2	313921	41	36	37	31	35	25	29	32	31	39	32	31	31	30	41	57	29	41	38	35	23	37	45
Y_scaffold2	313922	40	36	37	31	36	25	29	31	31	39	31	31	30	30	41	56	29	40	38	35	22	36	43
Y_scaffold2	313923	40	35	36	31	35	25	29	31	31	39	30	31	30	30	42	55	29	40	38	35	22	35	42
Y_scaffold2	313924	39	35	36	31	35	25	29	32	31	39	30	30	30	30	43	54	29	39	38	34	22	34	42
Y_scaffold2	313925	37	35	36	31	35	24	28	33	31	40	30	30	31	31	43	54	29	38	38	34	22	34	42
Y_scaffold2	313926	37	34	37	32	35	24	29	33	31	41	30	31	31	31	43	54	30	38	38	33	22	33	42
Y_scaffold2	313927	37	34	37	32	35	23	29	32	31	41	30	31	31	30	43	54	30	38	37	34	23	33	42
Y_scaffold2	313928	37	34	37	32	36	23	29	32	31	40	30	31	29	31	42	54	30	38	36	34	23	33	41
Y_scaffold2	313929	37	33	36	31	36	24	29	31	31	41	29	32	28	31	42	53	30	37	36	32	23	33	41
Y_scaffold2	313930	37	33	37	31	36	24	29	32	31	41	29	33	28	30	42	53	30	37	36	32	23	33	42
Y_scaffold2	313931	37	32	37	31	36	24	30	32	31	41	29	34	28	31	43	54	32	37	38	33	23	33	41
Y_scaffold2	313932	37	32	37	31	36	24	31	32	31	40	30	34	28	32	43	54	32	35	38	33	22	34	42
Y_scaffold2	313933	37	33	38	32	36	24	30	32	31	40	30	34	27	32	42	54	31	36	39	33	22	34	44
Y_scaffold2	313934	37	33	38	32	36	26	29	32	30	40	31	34	27	32	42	53	32	37	39	33	22	35	44
Y_scaffold2	313935	37	33	38	32	35	26	29	31	30	40	32	34	27	32	42	56	32	36	38	33	22	35	44
Y_scaffold2	313936	37	33	38	33	35	26	29	31	30	38	32	33	27	32	42	56	32	35	37	33	22	35	44
Y_scaffold2	313937	37	34	38	33	35	25	29	31	30	38	32	33	26	32	42	56	32	34	37	32	22	34	43
Y_scaffold2	313938	38	35	38	32	35	26	28	31	30	38	33	33	27	32	42	55	32	34	37	32	22	35	42
Y_scaffold2	313939	37	36	38	32	35	26	28	31	29	38	32	33	26	32	41	55	32	35	37	31	22	35	42
Y_scaffold2	313940	36	38	37	32	36	26	27	30	30	36	31	33	26	32	40	55	32	35	38	31	22	35	42
Y_scaffold2	313941	36	38	37	32	36	26	27	30	30	35	30	32	26	32	39	55	32	36	39	31	23	34	42
Y_scaffold2	313942	36	38	37	32	36	26	27	29	28	35	29	32	26	32	39	55	32	36	38	30	21	33	40
Y_scaffold2	313943	35	37	37	32	37	28	27	29	28	34	29	33	26	32	37	55	32	36	38	30	20	33	40
Y_scaffold2	313944	37	37	37	32	37	27	26	29	28	34	29	33	25	32	39	55	32	36	38	31	21	33	39
Y_scaffold2	313945	37	37	37	32	36	27	26	29	28	34	29	33	25	32	39	55	32	36	38	31	22	33	40
Y_scaffold2	313946	37	35	38	31	36	27	27	28	28	34	30	33	25	32	38	55	31	36	38	31	22	34	40
Y_scaffold2	313947	37	36	38	31	37	27	27	28	29	34	30	33	25	32	38	55	32	36	38	31	22	34	40
Y_scaffold2	313948	37	36	38	31	37	27	27	28	29	33	32	33	25	32	38	56	32	36	37	31	22	36	40
Y_scaffold2	313949	36	36	38	30	35	27	27	29	29	32	32	33	25	33	39	57	32	36	37	31	22	36	39
Y_scaffold2	313950	36	35	38	30	36	27	27	29	29	33	32	33	25	33	39	57	32	36	37	31	22	36	39
Y_scaffold2	313951	37	35	38	31	36	28	27	29	28	33	31	32	25	33	38	58	32	37	37	31	22	36	39
Y_scaffold2	313952	36	35	38	31	36	28	27	29	28	33	31	32	25	33	38	58	32	37	37	31	22	36	39
Y_scaffold2	313953	36	35	37	31	36	28	27	28	28	33	31	32	25	33	39	58	32	37	37	31	22	34	39
Y_scaffold2	313954	36	34	37	31	36	28	27	27	28	32	32	32	25	32	39	60	32	37	37	31	22	34	40
Y_scaffold2	313955	36	34	37	31	37	28	27	27	30	32	32	32	25	32	39	60	32	37	37	31	22	34	40
Y_scaffold2	313956	36	34	37	32	36	29	27	27	30	32	32	32	25	31	39	60	33	36	36	30	22	34	42
Y_scaffold2	313957	36	34	37	32	35	29	27	26	30	32	32	32	25	31	39	60	33	36	36	30	22	34	42
Y_scaffold2	313958	35	34	37	32	34	29	27	26	29	32	31	32	27	30	39	62	35	35	36	31	24	34	43
Y_scaffold2	313959	35	34	37	32	33	30	28	27	29	33	31	32	27	31	39	63	35	36	36	31	24	34	43
Y_scaffold2	313960	35	34	39	33	33	30	28	27	30	33	31	32	27	31	39	64	35	36	36	32	24	35	43
Y_scaffold2	313961	34	34	38	33	31	29	28	27	30	33	31	32	27	31	39	63	35	35	37	32	24	35	43
Y_scaffold2	313962	34	33	38	33	32	29	28	27	30	33	31	32	27	31	39	63	35	35	37	32	24	36	44
Y_scaffold2	313963	34	34	37	33	31	29	29	27	29	34	32	31	28	31	39	63	36	35	37	32	24	36	43
Y_scaffold2	313964	34	34	37	32	32	29	29	27	29	34	32	31	28	30	39	63	36	36	38	32	23	36	43
Y_scaffold2	313965	35	34	39	32	32	29	29	26	28	34	30	31	28	30	39	64	36	36	38	33	23	36	43
Y_scaffold2	313966	35	35	39	32	32	30	29	26	27	34	30	32	28	30	39	63	37	36	39	34	23	36	43
Y_scaffold2	313967	35	34	39	31	32	30	29	26	28	34	30	32	28	31	37	63	37	36	39	34	23	36	43
